id_menage,region,milieu,taille_menage,nb_enfants_moins_15,ratio_dependance,sexe_chef_menage,age_chef_menage,niveau_education_chef,materiau_toit,materiau_mur,source_eau_potable,possede_terre,superficie_terre_ha,nb_bovins,nb_petits_ruminants,nb_volailles,possede_telephone,possede_radio,possede_velo,possede_moto,distance_marche_km,score_consommation_alimentaire,depenses_mensuelles_pc_fcfa,vulnerable
158,Nord,Urbain,8,3,0.6,Homme,51,Secondaire,Tole,Banco (terre),Puits non protege,1,2.77,1,1,3,1,1,1,1,6.7,65,41839.0,0
159,Centre-Nord,Rural,8,4,1.0,Homme,27,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.04,0,3,3,1,1,0,1,9.1,55,40064.0,0
160,Centre-Nord,Urbain,5,2,0.67,Femme,33,Aucun,Tole,Banco (terre),Puits protege/Forage,1,0.88,0,6,6,1,1,1,0,2.1,53,68208.0,0
161,Sahel,Rural,9,4,0.8,Homme,60,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.14,2,1,5,1,1,1,0,7.7,42,20713.0,0
162,Boucle du Mouhoun,Rural,6,2,0.5,Femme,35,Aucun,Tole,Banco (terre),Puits protege/Forage,1,3.33,1,4,11,1,1,0,1,7.2,69,31576.0,0
163,Sahel,Rural,5,2,0.67,Homme,58,Secondaire,Tole,Banco (terre),Robinet/Eau courante,0,0.0,0,4,5,1,0,1,0,6.4,32,19743.0,0
164,Sahel,Urbain,13,8,1.6,Homme,39,Aucun,Tole,Banco (terre),Puits non protege,1,0.61,0,1,10,1,0,1,1,6.7,38,40885.0,1
165,Nord,Rural,7,3,0.75,Femme,47,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,0,8,5,1,1,1,1,7.8,47,17728.0,0
166,Est,Urbain,6,3,1.0,Homme,27,Aucun,Tole,Brique de ciment,Puits non protege,1,4.12,2,3,5,0,1,0,0,9.8,28,40586.0,0
167,Centre-Nord,Rural,9,5,1.25,Homme,37,Aucun,Dur (beton/tuile),Brique de ciment,Robinet/Eau courante,1,0.87,1,6,8,0,0,0,1,9.1,38,19313.0,0
168,Centre-Nord,Urbain,5,3,1.5,Femme,34,Aucun,Tole,Brique de ciment,Puits non protege,1,3.4,0,2,11,1,1,0,0,17.0,69,37984.0,0
169,Est,Rural,8,4,1.0,Femme,48,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,1.33,0,6,8,0,1,1,1,7.7,38,46301.0,1
170,Boucle du Mouhoun,Rural,10,5,1.0,Homme,46,Primaire,Tole,Banco (terre),Puits protege/Forage,1,0.77,2,5,7,0,0,0,0,15.5,64,13368.0,0
171,Est,Urbain,4,2,1.0,Homme,51,Superieur,Tole,Banco (terre),Puits non protege,1,0.82,0,3,9,0,0,1,0,13.0,62,,0
172,Nord,Rural,4,2,1.0,Femme,39,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.39,0,6,9,1,1,1,1,7.5,49,29903.0,1
173,Sahel,Rural,10,6,1.5,Homme,33,Primaire,Tole,Brique de ciment,Puits non protege,0,0.0,0,2,3,0,0,1,1,8.8,29,28504.0,1
174,Boucle du Mouhoun,Rural,6,3,1.0,Homme,47,Aucun,Tole,Banco (terre),Puits non protege,1,0.79,1,7,9,1,0,1,1,8.0,53,23589.0,1
175,Sahel,Rural,5,3,1.5,Homme,32,Secondaire,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,5.16,1,4,6,1,1,1,1,7.4,18,21713.0,0
176,Sahel,Rural,10,4,0.67,Homme,59,Secondaire,Chaume/Paille,Dur,Puits protege/Forage,1,6.19,0,0,4,0,1,1,1,12.1,44,18309.0,0
177,Est,Rural,15,7,0.88,Femme,44,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,0.87,0,8,6,0,0,1,0,12.7,56,31225.0,1
178,Boucle du Mouhoun,Rural,3,1,0.5,Homme,41,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,2.45,3,2,11,0,0,1,1,7.1,66,,1
179,Boucle du Mouhoun,Urbain,11,4,0.57,Femme,51,Aucun,Tole,Dur,Puits non protege,1,2.06,2,2,9,1,1,1,0,3.1,50,31721.0,0
180,Centre-Nord,Rural,15,8,1.14,Homme,44,Primaire,Tole,Banco (terre),Robinet/Eau courante,1,0.52,3,2,4,0,1,1,0,9.2,42,20775.0,0
181,Boucle du Mouhoun,Rural,9,6,2.0,Homme,23,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.48,2,7,6,1,1,1,0,9.1,41,22243.0,1
182,Boucle du Mouhoun,Rural,5,2,0.67,Homme,31,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,1.12,1,6,8,1,1,1,1,5.4,45,46495.0,1
183,Nord,Rural,7,4,1.33,Homme,59,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.61,2,3,6,1,1,1,0,12.2,62,41337.0,0
184,Est,Urbain,10,5,1.0,Femme,46,Primaire,Tole,Dur,Robinet/Eau courante,0,0.0,1,5,9,1,1,0,0,1.2,58,17178.0,0
185,Centre-Nord,Urbain,13,8,1.6,Homme,23,Aucun,Chaume/Paille,Brique de ciment,Robinet/Eau courante,1,1.18,0,8,3,1,0,1,0,2.8,52,18164.0,1
186,Nord,Urbain,11,6,1.2,Homme,50,Primaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,0,10,4,1,0,1,0,6.0,62,38178.0,1
187,Est,Rural,7,3,0.75,Homme,38,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,2,5,5,1,1,1,1,12.2,52,14112.0,0
188,Sahel,Rural,12,5,0.71,Homme,34,Primaire,Tole,Banco (terre),Puits non protege,1,3.47,4,4,5,1,1,0,0,6.7,31,51756.0,0
189,Centre-Nord,Rural,8,4,1.0,Homme,30,Aucun,Tole,Brique de ciment,Puits non protege,1,2.2,3,6,11,1,1,1,1,8.7,34,28590.0,0
190,Sahel,Rural,6,2,0.5,Homme,58,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.22,1,5,10,1,1,1,1,7.8,62,20740.0,0
191,Boucle du Mouhoun,Rural,5,3,1.5,Homme,19,Aucun,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,3.22,0,1,9,1,1,1,1,4.3,30,27031.0,1
192,Sahel,Urbain,8,5,1.67,Homme,34,Aucun,Dur (beton/tuile),Brique de ciment,Puits non protege,1,2.0,2,10,11,1,0,0,0,3.9,46,49637.0,0
193,Sahel,Rural,12,8,2.0,Homme,47,Aucun,Tole,Brique de ciment,Robinet/Eau courante,1,3.99,0,6,7,1,0,1,1,6.3,50,10311.0,0
194,Centre-Nord,Rural,8,4,1.0,Homme,66,Aucun,Tole,Dur,Puits protege/Forage,1,4.73,1,5,5,1,1,0,0,9.2,35,42695.0,0
195,Sahel,Rural,5,3,1.5,Homme,52,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.17,0,2,5,1,1,1,0,6.0,25,46053.0,1
196,Sahel,Rural,5,3,1.5,Homme,34,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,3.8,0,3,3,1,0,0,0,7.7,33,23286.0,1
197,Nord,Rural,6,2,0.5,Femme,65,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,3.88,0,7,3,1,0,0,0,8.7,23,26050.0,0
198,Centre-Nord,Rural,5,2,0.67,Homme,27,Aucun,Tole,Dur,Robinet/Eau courante,0,0.0,0,4,2,1,1,0,0,9.5,62,28607.0,0
199,Sahel,Urbain,8,3,0.6,Homme,48,Superieur,Tole,Banco (terre),Puits non protege,0,0.0,2,5,5,1,1,1,0,4.4,58,37425.0,0
200,Est,Rural,9,4,0.8,Homme,51,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.67,3,7,6,1,1,1,1,15.1,40,19373.0,0
201,Centre-Nord,Rural,5,3,1.5,Femme,34,Aucun,Tole,Banco (terre),Puits non protege,0,0.0,2,6,3,0,1,0,1,10.2,30,26728.0,1
202,Boucle du Mouhoun,Rural,5,3,1.5,Homme,54,Primaire,Tole,Dur,Robinet/Eau courante,1,1.54,0,4,6,1,1,1,0,11.7,71,25721.0,0
203,Nord,Urbain,6,3,1.0,Homme,38,Aucun,Chaume/Paille,Dur,Puits non protege,1,0.38,0,5,6,1,0,1,0,4.8,59,36515.0,0
204,Sahel,Rural,6,3,1.0,Femme,54,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,2,3,8,0,1,1,1,4.1,42,89674.0,0
205,Sahel,Urbain,7,3,0.75,Homme,21,Primaire,Tole,Banco (terre),Puits protege/Forage,1,2.58,0,3,8,1,1,1,0,1.8,71,19337.0,0
206,Sahel,Urbain,18,8,0.8,Homme,49,Primaire,Dur (beton/tuile),Dur,Puits non protege,1,2.74,1,8,7,0,1,1,0,1.6,54,27875.0,0
207,Sahel,Rural,13,5,0.62,Homme,40,Aucun,Tole,Banco (terre),Puits non protege,1,1.79,6,6,5,0,0,1,1,8.3,57,19104.0,0
208,Nord,Urbain,8,4,1.0,Homme,60,Superieur,Tole,Banco (terre),Puits non protege,1,3.86,0,3,5,1,1,1,0,12.7,35,21591.0,1
209,Sahel,Rural,6,3,1.0,Femme,44,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,1.42,3,2,2,1,1,0,0,10.0,28,16578.0,0
210,Nord,Urbain,9,5,1.25,Homme,61,Primaire,Tole,Brique de ciment,Puits non protege,1,1.5,1,4,4,1,0,1,0,9.4,27,13511.0,1
211,Nord,Rural,5,3,1.5,Homme,52,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,0.61,0,3,6,1,1,1,0,6.5,85,45811.0,0
212,Nord,Urbain,13,5,0.62,Femme,43,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.93,3,1,4,0,0,0,0,5.5,39,31579.0,0
213,Sahel,Rural,10,6,1.5,Femme,55,Primaire,Tole,Banco (terre),Robinet/Eau courante,1,3.72,1,1,10,1,1,0,1,15.2,53,28051.0,0
214,Centre-Nord,Rural,5,2,0.67,Homme,55,Primaire,Tole,Banco (terre),Puits protege/Forage,1,1.43,4,2,9,1,1,1,0,13.6,59,18155.0,0
215,Centre-Nord,Rural,8,4,1.0,Homme,51,Secondaire,Tole,Banco (terre),Puits non protege,0,0.0,4,7,3,1,1,0,0,7.3,52,26011.0,1
216,Centre-Nord,Urbain,4,2,1.0,Homme,18,Primaire,Tole,Brique de ciment,Robinet/Eau courante,1,3.2,0,4,4,0,1,1,1,4.8,50,15989.0,0
217,Sahel,Rural,9,3,0.5,Femme,32,Primaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.3,0,5,5,1,1,0,1,14.0,49,26575.0,0
218,Sahel,Rural,10,4,0.67,Femme,63,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,5.21,1,5,2,1,0,0,1,7.1,60,31263.0,1
219,Boucle du Mouhoun,Urbain,10,4,0.67,Homme,29,Primaire,Tole,Banco (terre),Puits protege/Forage,1,0.83,0,4,8,1,1,0,0,4.6,35,21076.0,1
220,Est,Urbain,6,2,0.5,Homme,56,Aucun,Chaume/Paille,Brique de ciment,Puits non protege,1,2.58,0,7,5,1,1,1,0,0.9,45,19138.0,0
221,Est,Rural,11,7,1.75,Homme,54,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,0.51,0,1,5,1,1,1,1,12.9,15,21557.0,1
222,Est,Rural,8,3,0.6,Femme,36,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.58,0,4,7,1,0,1,1,12.6,22,38819.0,1
223,Nord,Rural,3,2,2.0,Homme,19,Primaire,Tole,Banco (terre),Puits non protege,1,1.82,2,2,8,0,1,0,1,5.0,31,29458.0,1
224,Boucle du Mouhoun,Urbain,9,6,2.0,Homme,38,Secondaire,Tole,Dur,Puits non protege,1,0.34,0,1,5,1,1,1,1,4.6,66,13054.0,1
225,Est,Rural,5,3,1.5,Homme,72,Primaire,Tole,Brique de ciment,Puits non protege,1,3.54,0,5,3,0,1,1,1,14.5,48,37256.0,1
226,Boucle du Mouhoun,Urbain,3,1,0.5,Homme,34,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.89,2,1,4,1,0,0,0,2.1,63,34354.0,0
227,Sahel,Rural,11,7,1.75,Homme,35,Primaire,Chaume/Paille,Banco (terre),Puits non protege,0,0.0,3,3,5,1,1,0,1,10.5,58,29266.0,1
228,Nord,Rural,9,4,0.8,Femme,32,Aucun,Tole,Dur,Puits protege/Forage,1,0.55,2,3,3,1,0,1,0,7.7,56,56417.0,0
229,Nord,Rural,9,4,0.8,Homme,61,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,0.9,3,3,5,1,1,1,0,14.4,37,27193.0,0
230,Sahel,Rural,10,5,1.0,Homme,42,Secondaire,Tole,Banco (terre),Puits non protege,1,3.13,0,6,3,1,1,1,0,4.8,53,32658.0,0
231,Sahel,Urbain,9,4,0.8,Homme,37,Secondaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.56,2,6,3,1,1,0,0,0.9,56,33231.0,1
232,Est,Rural,7,4,1.33,Femme,63,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,1.33,2,2,5,1,0,1,0,7.0,87,39928.0,1
233,Boucle du Mouhoun,Rural,6,2,0.5,Homme,53,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,3,7,1,1,0,0,9.3,46,24336.0,0
234,Nord,Urbain,5,3,1.5,Homme,33,Aucun,Dur (beton/tuile),Banco (terre),Puits protege/Forage,1,1.77,2,3,5,1,0,0,0,5.4,64,,0
235,Boucle du Mouhoun,Urbain,9,5,1.25,Homme,29,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,0.59,2,2,3,1,1,1,1,1.2,50,41684.0,0
236,Centre-Nord,Urbain,7,4,1.33,Homme,60,Secondaire,Tole,Banco (terre),Robinet/Eau courante,1,3.1,0,4,11,1,0,1,0,7.1,41,40725.0,0
237,Est,Rural,5,2,0.67,Homme,45,Secondaire,Tole,Banco (terre),Robinet/Eau courante,1,0.52,0,5,7,1,1,1,0,12.1,66,47747.0,0
238,Centre-Nord,Rural,6,3,1.0,Femme,25,Secondaire,Tole,Banco (terre),Puits non protege,1,1.57,0,3,6,0,1,1,1,9.4,82,32435.0,0
239,Sahel,Urbain,5,3,1.5,Homme,22,Superieur,Tole,Banco (terre),Puits protege/Forage,1,1.96,3,3,10,1,1,0,0,10.6,56,12811.0,0
240,Sahel,Rural,6,3,1.0,Homme,30,Primaire,Tole,Brique de ciment,Puits protege/Forage,0,0.0,2,6,5,1,1,1,0,11.4,41,28965.0,0
241,Centre-Nord,Rural,4,1,0.33,Homme,29,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,2,7,1,1,1,1,7.7,59,27314.0,0
242,Centre-Nord,Urbain,8,3,0.6,Femme,18,Aucun,Tole,Brique de ciment,Puits non protege,1,0.12,0,1,3,1,1,1,1,12.8,56,46782.0,0
243,Sahel,Rural,2,1,1.0,Homme,31,Primaire,Tole,Dur,Puits protege/Forage,0,0.0,3,1,6,1,1,0,1,18.1,87,43317.0,0
244,Nord,Rural,7,4,1.33,Homme,33,Aucun,Chaume/Paille,Dur,Puits protege/Forage,0,0.0,0,7,6,1,1,0,1,10.6,64,35446.0,0
245,Nord,Urbain,5,3,1.5,Homme,39,Secondaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.34,0,7,6,1,1,1,0,2.6,37,10585.0,1
246,Centre-Nord,Rural,5,3,1.5,Femme,67,Aucun,Dur (beton/tuile),Banco (terre),Puits non protege,1,4.86,0,7,8,1,0,1,0,14.3,72,18561.0,0
247,Nord,Rural,7,3,0.75,Femme,42,Secondaire,Tole,Brique de ciment,Puits non protege,0,0.0,2,3,7,0,1,1,0,5.7,64,22836.0,0
248,Est,Rural,11,4,0.57,Homme,43,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,1,0.7,3,11,10,1,1,1,0,6.7,67,23072.0,1
249,Est,Rural,8,4,1.0,Homme,52,Secondaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,5,8,1,1,1,1,13.4,59,29001.0,1
250,Est,Rural,7,4,1.33,Homme,42,Secondaire,Tole,Banco (terre),Puits protege/Forage,1,1.67,0,3,8,0,0,1,1,6.4,68,52370.0,0
251,Nord,Urbain,12,5,0.71,Femme,50,Aucun,Tole,Brique de ciment,Puits non protege,1,1.03,0,9,8,1,0,0,1,12.0,59,38203.0,0
252,Centre-Nord,Urbain,8,4,1.0,Femme,49,Primaire,Tole,Brique de ciment,Puits non protege,1,3.84,2,5,6,1,1,1,1,2.5,48,17791.0,0
253,Est,Rural,8,3,0.6,Femme,47,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,0,7,9,1,1,1,1,8.2,54,18529.0,1
254,Sahel,Rural,7,3,0.75,Homme,81,Secondaire,Tole,Dur,Puits protege/Forage,1,1.59,1,6,3,0,1,1,0,7.9,50,17791.0,0
255,Sahel,Urbain,8,5,1.67,Homme,57,Secondaire,Chaume/Paille,Brique de ciment,Puits non protege,1,1.33,0,4,5,1,0,1,1,8.1,57,25525.0,1
256,Centre-Nord,Rural,6,2,0.5,Homme,31,Aucun,Tole,Banco (terre),Puits protege/Forage,1,2.65,2,3,8,0,1,0,1,11.9,53,38658.0,0
257,Centre-Nord,Rural,10,4,0.67,Femme,50,Aucun,Chaume/Paille,Banco (terre),Puits protege/Forage,1,1.48,0,5,4,0,1,1,1,7.8,47,41515.0,0
258,Sahel,Rural,13,8,1.6,Homme,35,Aucun,Tole,Banco (terre),Puits protege/Forage,1,5.52,0,4,9,1,0,1,0,11.3,49,22713.0,0
259,Sahel,Urbain,14,6,0.75,Homme,51,Aucun,Tole,Dur,Puits non protege,0,0.0,4,5,4,1,0,1,0,,52,26541.0,0
260,Nord,Rural,7,3,0.75,Homme,27,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,1.22,0,3,1,1,0,0,0,12.4,24,57147.0,0
261,Sahel,Urbain,5,3,1.5,Homme,31,Aucun,Tole,Brique de ciment,Robinet/Eau courante,1,2.38,0,3,3,1,1,1,0,7.7,68,13792.0,0
262,Centre-Nord,Rural,5,2,0.67,Femme,49,Secondaire,Tole,Brique de ciment,Puits protege/Forage,1,2.16,0,5,7,1,0,1,1,6.5,58,35849.0,0
263,Est,Rural,6,3,1.0,Homme,58,Superieur,Tole,Banco (terre),Puits non protege,1,5.51,0,5,9,1,1,1,1,16.1,42,34149.0,0
264,Sahel,Rural,6,3,1.0,Homme,52,Secondaire,Chaume/Paille,Dur,Puits non protege,1,0.84,0,3,7,1,0,1,1,5.0,61,23541.0,0
265,Boucle du Mouhoun,Rural,5,2,0.67,Homme,56,Primaire,Chaume/Paille,Dur,Puits non protege,0,0.0,0,4,6,0,1,1,0,8.2,44,26681.0,0
266,Sahel,Rural,15,8,1.14,Homme,50,Aucun,Tole,Brique de ciment,Robinet/Eau courante,0,0.0,0,4,10,1,1,1,0,11.3,44,32503.0,1
267,Est,Rural,7,3,0.75,Homme,47,Secondaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.87,1,6,4,1,1,1,0,9.0,58,23563.0,0
268,Sahel,Rural,8,5,1.67,Homme,38,Primaire,Tole,Banco (terre),Puits non protege,1,3.18,1,2,3,0,0,1,0,8.7,75,20193.0,1
269,Sahel,Rural,6,4,2.0,Homme,56,Superieur,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,2.08,0,4,4,1,1,0,0,8.1,56,19520.0,1
270,Sahel,Rural,7,4,1.33,Homme,58,Aucun,Tole,Banco (terre),Puits non protege,1,0.1,0,3,4,0,0,0,0,7.7,40,62192.0,1
271,Sahel,Rural,6,3,1.0,Homme,44,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,2.18,0,4,7,0,1,1,0,15.2,46,22068.0,0
272,Sahel,Urbain,6,3,1.0,Femme,43,Superieur,Tole,Brique de ciment,Puits protege/Forage,1,0.83,1,2,6,1,0,0,0,4.7,66,29455.0,0
273,Sahel,Rural,6,4,2.0,Homme,66,Secondaire,Chaume/Paille,Dur,Puits protege/Forage,1,1.22,2,2,4,0,1,1,0,8.7,58,38306.0,0
274,Nord,Urbain,7,3,0.75,Homme,45,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.44,0,4,3,0,0,1,1,3.0,67,24461.0,0
275,Nord,Urbain,11,6,1.2,Homme,46,Primaire,Chaume/Paille,Banco (terre),Puits protege/Forage,0,0.0,3,4,4,1,1,1,1,7.8,58,27340.0,1
276,Est,Rural,5,3,1.5,Homme,51,Aucun,Tole,Banco (terre),Puits non protege,1,0.81,1,4,9,1,1,0,1,5.6,64,33733.0,0
277,Est,Urbain,5,2,0.67,Homme,44,Primaire,Chaume/Paille,Dur,Robinet/Eau courante,0,0.0,2,3,7,1,0,1,0,15.8,84,18369.0,0
278,Nord,Urbain,7,3,0.75,Homme,34,Aucun,Tole,Brique de ciment,Puits non protege,1,2.78,0,7,7,0,1,1,0,2.5,30,13475.0,1
279,Centre-Nord,Urbain,13,7,1.17,Homme,50,Aucun,Tole,Banco (terre),Puits non protege,1,0.28,0,6,7,1,1,1,0,4.7,91,19365.0,1
280,Centre-Nord,Rural,5,3,1.5,Homme,44,Aucun,Dur (beton/tuile),Brique de ciment,Robinet/Eau courante,1,1.89,0,5,4,1,1,0,1,10.7,67,58560.0,0
281,Sahel,Rural,7,3,0.75,Femme,69,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,3.0,3,5,5,0,1,1,1,13.8,94,20768.0,0
282,Sahel,Rural,5,3,1.5,Homme,55,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.75,3,2,8,0,0,1,1,8.0,36,28532.0,1
283,Sahel,Rural,12,7,1.4,Homme,37,Aucun,Tole,Banco (terre),Puits non protege,1,1.97,1,3,10,1,0,1,0,7.4,58,14815.0,1
284,Sahel,Urbain,9,4,0.8,Femme,54,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,0.31,1,3,5,1,1,1,1,5.6,55,49216.0,1
285,Nord,Urbain,4,2,1.0,Homme,49,Primaire,Tole,Banco (terre),Puits non protege,1,3.74,1,4,8,0,0,1,1,3.1,66,,0
286,Est,Rural,7,4,1.33,Homme,62,Primaire,Tole,Brique de ciment,Puits protege/Forage,1,0.57,3,5,4,0,1,1,0,8.4,60,21923.0,0
287,Sahel,Urbain,8,5,1.67,Homme,38,Primaire,Tole,Banco (terre),Puits protege/Forage,0,0.0,1,4,5,1,0,1,0,13.0,58,25335.0,1
288,Est,Rural,4,3,3.0,Homme,47,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,0,3,4,1,1,1,0,6.5,64,83355.0,0
289,Nord,Urbain,4,2,1.0,Homme,44,Aucun,Tole,Brique de ciment,Robinet/Eau courante,0,0.0,2,4,10,1,1,0,0,0.7,50,32817.0,0
290,Sahel,Rural,10,6,1.5,Homme,46,Secondaire,Tole,Banco (terre),Robinet/Eau courante,1,1.25,1,2,7,1,1,0,0,6.9,44,25070.0,0
291,Centre-Nord,Urbain,5,3,1.5,Femme,33,Secondaire,Tole,Dur,Puits non protege,1,6.45,0,4,7,0,1,1,1,1.6,59,7352.0,0
292,Sahel,Urbain,10,6,1.5,Femme,52,Superieur,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,1.79,1,5,4,1,0,1,0,7.6,44,49456.0,0
293,Boucle du Mouhoun,Rural,6,3,1.0,Femme,50,Secondaire,Tole,Brique de ciment,Robinet/Eau courante,0,0.0,0,7,6,1,1,1,1,7.4,50,19679.0,0
294,Sahel,Rural,6,2,0.5,Homme,62,Primaire,Tole,Banco (terre),Robinet/Eau courante,1,0.65,0,5,4,1,0,1,0,14.5,29,18330.0,0
295,Centre-Nord,Urbain,5,3,1.5,Homme,45,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.19,0,7,6,1,0,1,1,4.3,53,19083.0,0
296,Boucle du Mouhoun,Rural,8,3,0.6,Femme,40,Aucun,Chaume/Paille,Banco (terre),Puits non protege,1,1.92,5,4,8,1,0,1,0,5.7,37,52014.0,0
297,Boucle du Mouhoun,Rural,8,3,0.6,Femme,55,Secondaire,Dur (beton/tuile),Banco (terre),Puits non protege,1,2.41,1,2,3,1,1,0,1,13.6,51,26398.0,0
298,Centre-Nord,Urbain,6,4,2.0,Homme,35,Secondaire,Dur (beton/tuile),Banco (terre),Robinet/Eau courante,0,0.0,0,1,6,1,1,0,0,2.6,35,13563.0,0
299,Centre-Nord,Rural,7,3,0.75,Femme,59,Secondaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,0,0.0,0,2,2,1,0,1,0,4.6,52,24542.0,0
300,Nord,Rural,6,4,2.0,Femme,59,Aucun,Tole,Brique de ciment,Robinet/Eau courante,1,4.1,3,3,7,0,1,1,1,10.5,66,18505.0,0
301,Centre-Nord,Rural,2,1,1.0,Homme,61,Aucun,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.68,3,1,7,1,0,1,0,7.0,42,31628.0,0
302,Sahel,Rural,7,4,1.33,Homme,50,Aucun,Dur (beton/tuile),Banco (terre),Puits non protege,1,1.6,0,4,2,1,1,1,1,10.9,37,22609.0,1
303,Nord,Urbain,3,1,0.5,Homme,39,Aucun,Tole,Brique de ciment,Puits protege/Forage,1,0.61,0,5,9,1,0,1,0,8.7,65,13277.0,0
304,Nord,Rural,10,5,1.0,Homme,46,Secondaire,Tole,Brique de ciment,Robinet/Eau courante,0,0.0,6,5,9,0,1,1,0,10.0,67,25923.0,0
305,Centre-Nord,Rural,5,3,1.5,Homme,50,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,1.53,1,5,4,1,0,1,1,7.1,59,26224.0,1
306,Est,Rural,5,3,1.5,Homme,38,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,9,10,1,1,0,0,13.9,45,15305.0,1
307,Est,Urbain,9,4,0.8,Homme,62,Primaire,Chaume/Paille,Banco (terre),Robinet/Eau courante,1,0.44,0,4,8,1,1,0,1,2.4,42,11136.0,1
308,Nord,Rural,7,3,0.75,Femme,53,Aucun,Tole,Brique de ciment,Puits non protege,1,0.46,4,7,8,1,1,1,0,10.9,47,30552.0,0
309,Sahel,Urbain,8,5,1.67,Femme,33,Primaire,Tole,Banco (terre),Puits non protege,1,2.07,1,6,1,1,0,0,1,7.9,51,23711.0,1
310,Sahel,Urbain,12,5,0.71,Homme,69,Aucun,Tole,Banco (terre),Puits protege/Forage,0,0.0,0,5,9,1,1,1,1,5.2,24,24420.0,1
311,Est,Urbain,8,4,1.0,Homme,46,Primaire,Tole,Dur,Robinet/Eau courante,1,1.35,0,1,10,1,1,0,0,8.6,36,37633.0,0
312,Est,Urbain,7,3,0.75,Homme,31,Primaire,Chaume/Paille,Brique de ciment,Puits protege/Forage,1,1.34,0,3,6,1,0,1,0,6.1,72,11244.0,0
313,Sahel,Urbain,7,3,0.75,Homme,34,Primaire,Chaume/Paille,Banco (terre),Puits non protege,1,2.61,1,7,10,1,1,1,1,6.6,55,27643.0,1
314,Est,Urbain,7,4,1.33,Homme,64,Primaire,Tole,Dur,Puits non protege,1,3.65,4,8,4,1,1,1,0,8.6,72,36249.0,0
315,Est,Rural,6,3,1.0,Homme,69,Aucun,Tole,Banco (terre),Puits protege/Forage,1,1.0,0,5,1,1,0,0,1,9.8,68,24780.0,0
316,Est,Urbain,12,6,1.0,Femme,58,Primaire,Chaume/Paille,Brique de ciment,Puits non protege,1,0.62,2,6,6,1,1,1,1,9.3,47,14225.0,0
